,Datetime,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
15,2020-10-16 14:23:43.058592,392,480,394,476,389,477,401,474,386,476,414,490,370,483,425,520,356,510,404,512,385,499,389,560,385,560,389,637,404,641,394,695,403,702,None
16,2020-10-16 14:23:43.319394,0,0,0,0,429,514,0,0,0,0,0,0,0,0,0,0,336,515,412,543,413,544,409,573,371,569,410,641,368,628,395,694,364,685,None
17,2020-10-16 14:23:43.582671,401,515,416,513,395,510,0,0,387,509,393,525,385,527,422,536,419,539,0,0,0,0,410,580,376,578,408,639,369,633,402,701,352,700,move left
18,2020-10-16 14:23:43.846259,0,0,0,0,0,0,0,0,402,435,361,455,418,456,0,0,0,0,0,0,0,0,401,571,374,569,404,650,367,649,401,703,378,708,move right
19,2020-10-16 14:23:44.114643,399,443,397,439,393,440,0,0,376,448,387,480,393,481,434,517,0,0,430,526,426,530,376,578,395,582,363,658,406,646,357,720,391,709,move left
20,2020-10-16 14:23:44.383118,386,443,385,438,378,440,0,0,360,449,390,479,341,495,412,516,0,0,415,531,0,0,367,576,362,577,357,655,413,635,409,709,409,710,move advance
21,2020-10-16 14:23:44.651211,381,442,379,436,374,437,0,0,355,447,363,482,362,486,409,518,339,548,410,533,356,567,370,587,361,588,356,668,416,653,357,720,409,718,move right
22,2020-10-16 14:23:44.914919,378,441,375,435,370,436,0,0,350,449,379,480,334,491,411,517,306,537,416,537,345,580,377,576,332,567,384,647,356,656,416,720,357,720,move advance
23,2020-10-16 14:23:45.176871,382,443,381,437,373,440,0,0,354,452,387,488,326,507,427,518,322,570,0,0,0,0,376,594,361,596,357,620,0,0,356,720,356,720,move recession
24,2020-10-16 14:23:45.443593,387,455,387,448,379,450,0,0,361,456,405,482,352,493,429,522,334,517,412,538,366,576,398,602,367,605,413,665,359,648,412,720,355,720,move advance
25,2020-10-16 14:23:45.704758,387,461,392,453,381,455,404,449,376,455,423,484,367,491,440,525,359,533,420,553,379,560,420,558,379,605,395,648,377,649,0,0,0,0,move advance
26,2020-10-16 14:23:45.963194,402,461,407,454,396,456,417,453,389,456,439,486,381,491,454,528,370,532,436,555,394,588,430,583,388,576,402,661,389,662,362,720,362,720,move advance
27,2020-10-16 14:23:46.224542,403,465,409,457,397,458,422,453,390,458,444,486,380,496,460,534,373,550,440,552,398,575,436,597,389,619,424,667,388,670,376,720,372,720,None
28,2020-10-16 14:23:46.483093,401,468,408,460,395,461,420,458,387,462,445,492,378,500,457,542,368,552,430,574,379,596,424,594,384,598,420,667,391,664,0,0,0,0,move advance
29,2020-10-16 14:23:46.742921,395,467,397,459,389,461,405,452,380,459,434,485,365,501,453,537,359,542,424,565,393,557,428,630,372,568,429,686,383,679,404,720,0,0,move advance
30,2020-10-16 14:23:47.003054,386,468,389,460,380,462,400,452,375,460,430,484,362,504,451,534,357,562,431,564,374,594,425,602,378,629,437,680,382,675,0,0,0,0,None
31,2020-10-16 14:23:47.267665,398,471,401,464,394,464,405,455,389,457,439,488,368,503,454,542,357,552,429,573,366,573,426,593,379,590,0,0,417,675,0,0,0,0,move advance
32,2020-10-16 14:23:47.530513,411,478,417,469,404,471,428,460,394,467,454,496,381,509,470,551,374,560,436,580,415,583,432,614,375,615,446,720,375,677,0,0,0,0,move advance
33,2020-10-16 14:23:47.790414,428,475,435,466,420,466,448,459,412,463,474,495,401,505,486,553,391,561,456,580,423,577,445,612,364,673,433,684,0,0,0,0,0,0,move advance
34,2020-10-16 14:23:48.050691,441,475,446,466,434,466,461,458,427,461,488,498,411,503,498,560,402,564,460,588,431,587,463,615,408,612,458,707,435,692,0,0,0,0,None
35,2020-10-16 14:23:48.310595,444,476,451,468,438,468,466,458,430,461,493,501,416,503,500,563,402,559,459,592,414,597,465,622,423,616,456,718,401,696,0,0,0,0,move advance
36,2020-10-16 14:23:48.569991,438,475,445,466,431,466,462,461,424,464,488,502,410,508,498,567,397,558,447,594,404,591,462,621,423,618,439,712,405,716,0,0,0,0,move advance
37,2020-10-16 14:23:48.829816,419,476,425,466,412,467,446,459,407,466,477,502,398,509,489,562,380,560,448,590,378,593,456,615,411,618,456,708,406,720,0,0,0,0,move advance
38,2020-10-16 14:23:49.091323,402,475,406,465,396,467,429,457,0,0,461,499,382,510,470,553,359,564,443,564,383,594,446,616,397,622,0,0,457,714,0,0,0,0,None
39,2020-10-16 14:23:49.364617,396,476,402,466,390,468,423,456,0,0,452,499,375,509,463,552,355,555,440,571,359,581,446,619,391,623,447,713,449,714,0,0,0,0,move advance
40,2020-10-16 14:23:49.636033,400,476,406,465,393,467,427,457,0,0,455,501,379,509,464,557,357,553,435,581,353,582,441,620,392,621,425,713,407,720,0,0,0,0,move advance
41,2020-10-16 14:23:49.908584,414,472,421,463,409,464,441,458,405,462,468,506,393,507,467,573,371,547,436,583,364,573,450,625,402,622,452,720,452,720,0,0,0,0,move advance
42,2020-10-16 14:23:50.181582,423,467,431,458,423,457,458,462,0,0,487,508,413,501,480,564,391,545,452,593,381,559,458,618,421,613,0,0,461,720,0,0,0,0,None
43,2020-10-16 14:23:50.459076,433,466,441,458,435,457,468,459,0,0,498,511,430,499,484,583,411,541,435,593,387,564,463,637,415,627,462,720,402,720,0,0,0,0,move advance
44,2020-10-16 14:23:50.735502,440,465,448,458,440,456,477,460,0,0,503,513,440,497,484,584,419,538,433,594,392,556,461,640,417,631,464,720,403,720,0,0,0,0,move advance
45,2020-10-16 14:23:51.006080,435,464,442,456,437,455,474,458,0,0,500,513,439,500,480,582,416,543,425,595,394,577,463,636,421,628,458,720,400,720,0,0,0,0,None
46,2020-10-16 14:23:51.278758,425,463,433,456,426,455,463,458,0,0,489,512,428,500,467,580,410,546,408,596,383,567,456,639,411,634,456,720,401,720,0,0,0,0,move advance
47,2020-10-16 14:23:51.548122,408,466,417,458,408,457,448,457,0,0,473,512,411,502,455,582,394,548,393,585,367,571,443,636,401,633,0,0,0,0,0,0,0,0,move advance
48,2020-10-16 14:23:51.818997,392,477,398,468,390,469,425,459,0,0,454,510,396,505,435,577,373,560,361,573,346,567,427,638,390,630,0,0,421,720,0,0,0,0,move advance
49,2020-10-16 14:23:52.086511,374,476,380,467,372,469,405,457,0,0,441,505,381,507,424,570,363,550,358,576,343,570,422,629,385,624,409,720,417,720,0,0,0,0,None
50,2020-10-16 14:23:52.356486,367,479,370,470,365,472,395,459,0,0,434,502,368,507,422,567,361,558,356,574,340,570,416,628,380,623,410,720,410,720,0,0,0,0,move advance
51,2020-10-16 14:23:52.627594,362,480,366,470,359,473,391,458,0,0,430,503,365,507,419,569,343,571,365,575,352,569,413,625,375,622,0,0,411,720,0,0,0,0,move advance
52,2020-10-16 14:23:52.900590,361,479,366,469,359,472,391,457,0,0,430,503,366,506,421,570,356,565,368,574,332,561,413,628,376,625,411,720,407,720,0,0,0,0,move advance
53,2020-10-16 14:23:53.167387,361,477,365,468,358,470,390,457,0,0,429,502,366,506,422,571,358,562,362,573,343,566,416,632,374,621,408,720,406,720,0,0,0,0,None
54,2020-10-16 14:23:53.438543,361,478,365,469,358,470,390,457,0,0,430,502,365,507,423,572,350,566,358,576,340,569,416,631,375,623,0,0,0,0,0,0,0,0,move advance
55,2020-10-16 14:23:53.713843,361,479,365,469,357,471,389,457,0,0,430,503,364,507,420,570,346,553,360,577,329,573,413,623,373,619,0,0,0,0,0,0,0,0,move advance
56,2020-10-16 14:23:53.987251,361,477,366,467,358,469,392,460,0,0,429,503,363,507,421,569,344,551,351,585,330,580,414,631,372,628,0,0,0,0,0,0,0,0,move advance
57,2020-10-16 14:23:54.259279,359,477,364,469,356,469,391,459,0,0,425,502,361,508,422,572,338,555,353,584,324,583,412,630,368,623,413,720,399,720,0,0,0,0,None
58,2020-10-16 14:23:54.528407,357,478,361,469,354,470,384,461,0,0,423,504,352,511,424,572,329,565,365,592,338,593,415,628,368,624,407,720,397,720,0,0,0,0,move advance
59,2020-10-16 14:23:54.798235,364,486,368,477,358,478,390,465,0,0,428,507,348,516,428,575,327,582,362,591,340,590,418,633,367,627,410,720,393,720,0,0,0,0,move advance
60,2020-10-16 14:23:55.074910,372,493,379,484,367,484,402,475,0,0,434,516,352,520,436,585,324,571,362,601,323,598,418,653,367,646,416,720,379,720,0,0,0,0,None
61,2020-10-16 14:23:55.346490,391,498,398,488,386,487,419,478,377,477,448,522,362,514,447,596,323,562,394,612,336,596,423,650,369,653,0,0,426,720,0,0,0,0,move advance
62,2020-10-16 14:23:55.618171,405,490,412,483,402,480,432,475,390,471,456,517,364,510,452,593,333,565,380,611,345,594,422,657,374,650,0,0,360,658,0,0,0,0,move advance
63,2020-10-16 14:23:55.895411,404,500,415,491,397,489,432,480,384,476,454,522,359,518,450,599,332,581,380,633,346,614,416,667,367,651,0,0,351,671,0,0,0,0,move advance
64,2020-10-16 14:23:56.167020,395,505,404,498,386,497,417,486,366,483,443,531,336,531,437,621,312,598,375,643,330,629,409,685,349,682,0,0,0,0,0,0,0,0,None
65,2020-10-16 14:23:56.438398,370,496,379,490,363,487,397,478,348,477,429,523,315,521,428,602,292,591,363,652,305,626,398,680,339,659,0,0,0,0,0,0,0,0,move advance
66,2020-10-16 14:23:56.706707,365,486,373,481,359,478,386,469,343,468,425,517,307,515,423,601,279,589,351,657,295,632,391,674,322,665,0,0,0,0,0,0,0,0,move advance
67,2020-10-16 14:23:56.983787,357,499,365,496,351,490,372,476,399,472,425,524,306,520,421,622,275,596,344,668,293,643,379,697,316,681,0,0,0,0,0,0,0,0,move advance
68,2020-10-16 14:23:57.258885,0,0,0,0,0,0,404,479,385,473,439,534,316,519,429,641,286,597,333,681,301,656,0,0,329,684,0,0,0,0,0,0,0,0,None
69,2020-10-16 14:23:57.535274,371,479,379,468,363,467,395,455,363,458,455,523,322,508,443,639,288,594,344,691,310,665,0,0,346,681,0,0,0,0,0,0,0,0,move advance
70,2020-10-16 14:23:57.806797,0,0,0,0,0,0,419,445,424,443,457,520,311,510,450,635,279,607,0,0,302,695,0,0,0,0,0,0,0,0,0,0,0,0,move advance
71,2020-10-16 14:23:58.086008,333,494,344,481,323,479,397,453,311,468,452,531,276,526,449,637,239,637,0,0,0,0,0,0,303,720,0,0,0,0,0,0,0,0,None
72,2020-10-16 14:23:58.356885,292,468,302,445,281,446,341,420,260,433,423,514,226,509,420,623,186,605,0,0,202,665,0,0,0,0,0,0,0,0,0,0,0,0,move advance
73,2020-10-16 14:23:58.636193,271,433,292,405,260,408,338,371,233,387,418,483,193,485,0,0,146,591,0,0,0,0,0,0,0,0,0,0,170,688,0,0,0,0,move advance
74,2020-10-16 14:23:58.915922,261,436,282,410,250,411,346,379,213,382,420,500,164,505,0,0,0,0,0,0,0,0,0,0,140,642,0,0,0,0,0,0,0,0,None
